show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s180,Movie,The Nutty Professor,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon",United States,"September 1, 2021",1996,PG-13,95 min,"Comedies, Romantic Movies","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.","Movie. The Nutty Professor. Tom Shadyac. Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon. United States. September 1, 2021. 95 min. 95 min. Comedies, Romantic Movies. After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",movie nutty professor tom shadyac eddie murphy jada pinkett smith james coburn larry miller dave chappelle john ales patricia wilson jamal mixon united states september min min comedy romantic movie make fun weight kind brainy professor take dose revolutionary formula change appearance
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott",,"September 1, 2021",2000,PG-13,107 min,"Comedies, Romantic Movies","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.","Movie. The Nutty Professor II: The Klumps. Peter Segal. Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott. nan. September 1, 2021. 107 min. 107 min. Comedies, Romantic Movies. After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",movie nutty professor ii klump peter segal eddie murphy janet jackson larry miller john ales richard gant anna maria horsford melinda mcgraw jamal mixon gabriel williams chris elliott september min min comedy romantic movie getting engage sherman klump prepare big day sinister alter ego buddy love threaten ruin wedding reputation
s182,TV Show,Turning Point: 9/11 and the War on Terror,,,,"September 1, 2021",2021,TV-14,1 Season,Docuseries,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.","TV Show. Turning Point: 9/11 and the War on Terror. nan. nan. nan. September 1, 2021. 1 Season. 1 Season. Docuseries. This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",tv show turn point war terror september season season docuserie unflinche series document terrorist attack al qaedas root america response home abroad
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.",United States,"September 1, 2021",2008,PG-13,114 min,Comedies,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.","Movie. Welcome Home Roscoe Jenkins. Malcolm D. Lee. Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.. United States. September 1, 2021. 114 min. 114 min. Comedies. R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",movie welcome home roscoe jenkins malcolm lee martin lawrence james earl jones joy bryant margaret avery mike epps monique cedric entertainer nicole ari parker michael clarke duncan louis c k united states september min min comedy r j travel georgia parent th anniversary pompously flaunt hollywood lifestyle must examine become
s184,Movie,In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",United States,"August 31, 2021",1993,R,129 min,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,"Movie. In the Line of Fire. Wolfgang Petersen. Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes. United States. August 31, 2021. 129 min. 129 min. Action & Adventure, Classic Movies. A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.",movie line fire wolfgang petersen clint eastwood john malkovich rene russo dylan mcdermott gary cole fred thompson john mahoney gregory alan williams jim curley sally hughe united states august min min action adventure classic movie twisted yet ingenious killer torment veteran secret service agent haunt failure year ago save president john f kennedy
s185,TV Show,Sparking Joy,,Marie Kondo,United States,"August 31, 2021",2021,TV-PG,1 Season,Reality TV,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.","TV Show. Sparking Joy. nan. Marie Kondo. United States. August 31, 2021. 1 Season. 1 Season. Reality TV. In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.",tv show spark joy marie kondo united states august season season reality tv reality series marie kondo bring joyful tidying tactic people struggle balance work home life share world
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",,,"August 31, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies","They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.","Movie. Untold: Crime & Penalties. Chapman Way, Maclain Way. nan. nan. August 31, 2021. 86 min. 86 min. Documentaries, Sports Movies. They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",movie untold crime penalty chapman way maclain way august min min documentary sport movie bad boy hockey team buy man mob tie run year old son rep violent good
s187,TV Show,Hometown Cha-Cha-Cha,,"Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk",,"August 29, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","TV Show. Hometown Cha-Cha-Cha. nan. Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk. nan. August 29, 2021. 1 Season. 1 Season. International TV Shows, Romantic TV Shows, TV Comedies. A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",tv show hometown cha cha cha shin min kim seon ho lee sang yi gong min jeung kim young ok cho han cheul gyo jin lee bong ryeon cha cheong hwa kang hyung suk august season season international tv show romantic tv show tv comedy big city dentist open practice close knit seaside village home charming jack trade polar opposite every way
s188,TV Show,The Ingenuity of the Househusband,,Kenjiro Tsuda,,"August 29, 2021",2021,TV-G,1 Season,"International TV Shows, TV Comedies",A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,"TV Show. The Ingenuity of the Househusband. nan. Kenjiro Tsuda. nan. August 29, 2021. 1 Season. 1 Season. International TV Shows, TV Comedies. A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.",tv show ingenuity househusband kenjiro tsuda august season season international tv show tv comedy tough guy knack housework tackle household task meticulous care comedic live action vignette
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",France,"August 28, 2021",2008,TV-MA,97 min,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.","Movie. 2 Alone in Paris. Ramzy Bedia, Éric Judor. Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy. France. August 28, 2021. 97 min. 97 min. Comedies, International Movies. A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",movie alone paris ramzy bedia eric judor ramzy bedia eric judor benoit magimel kristin scott thomas elodie bouchez edouard baer fre testot omar sy france august min min comedy international movie bumble paris policeman doggedly determined capture master thief repeatedly elude even last two man earth
s190,TV Show,Bread Barbershop,,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",,"August 28, 2021",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.","TV Show. Bread Barbershop. nan. Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim. nan. August 28, 2021. 2 Seasons. 2 Seasons. Kids' TV, TV Comedies. In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",tv show bread barbershop um sang hyun park yoon hee kang shi hyun hong bum ki kim hyun wook lee suk song ha rim august season season kid tv tv comedy town fill food bread master cake decorator give life change makeover put customer amazing mood
s191,Movie,Thimmarusu,Sharan Koppisetty,"Satya Dev, Priyanka Jawalkar, Brahmaji",India,"August 28, 2021",2021,TV-14,125 min,"Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.","Movie. Thimmarusu. Sharan Koppisetty. Satya Dev, Priyanka Jawalkar, Brahmaji. India. August 28, 2021. 125 min. 125 min. Dramas, International Movies. Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",movie thimmarusu sharan koppisetty satya dev priyanka jawalkar brahmaji india august min min dramas international movie eight year young man frame murder come lawyer open case begin tricky mission find real culprit
s192,Movie,Wind River,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene","United Kingdom, Canada, United States","August 28, 2021",2017,R,107 min,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,"Movie. Wind River. Taylor Sheridan. Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene. United Kingdom, Canada, United States. August 28, 2021. 107 min. 107 min. Dramas, Independent Movies. A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.",movie wind river taylor sheridan jeremy renner elizabeth olsen jon bernthal gil birmingham kelsey asbille tantoo cardinal teo brione matthew del negro hugh dillon julia jones james jordan eric lange martin sensmeier mason davis graham greene united kingdom canada united states august min min dramas independent movie tracker u fish wildlife service assist rookie fbi agent investigate teen girl murder remote wyoming reservation
s193,Movie,C Kkompany,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra",India,"August 27, 2021",2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.","Movie. C Kkompany. Sachin Yardi. Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra. India. August 27, 2021. 127 min. 127 min. Action & Adventure, Comedies, International Movies. Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",movie c kkompany sachin yardi mithun chakraborty tusshar kapoor anupam kher rajpal yadav raima sen dilip prabhavalkar sanjay mishra india august min min action adventure comedy international movie three broke friend pose underworld gang extortion plan take life phony company become famous
